Product Name,Article Number,Product Description,Designer,Number of Ratings,Overall Rating,Product Department,Product Subfunction,Number of Packages,Package Width,Package Height,Package Length,Package Weight
FLIMRA,702.864.95,"The glass has a simple tall and straight shape which makes it perfect for all types of cold drinks, such as carbonated cocktails with a lot of ice.",Maria Vinka,11,4.9,Dining,Speciality glassware,1,na,na,14 cm,0.40 kg
HEDERLIG,401.548.73,"The glass has a tall, slender shape which keeps the bubbles alive for longer, enhancing your experience of the champagne or sparkling wine.",Anne Nilsson,14,5,Dining,Speciality glassware,1,na,na,23 cm,0.14 kg
SOMMAR 2019,504.197.12,,Johanna Jelinek,na,See Reviews,Dining,Drinking accessories,1,32 cm,19 cm,32 cm,0.80 kg
KORKEN,103.426.87,Tight-fitting stopper prevents leaks.,IKEA of Sweden,57,4.7,Dining,Pitchers & carafes,1,na,na,23 cm,0.41 kg
VARDAGEN,002.869.17,"Life’s a party, but most days are pretty ordinary. Make the most of them by serving delicious beverages in this simple, timeless glassware. Like it? There’s a whole series with the same name.",Preutz/Wihlborg/Braasch/Karlsson,23,4.9,Dining,Glasses,1,19 cm,9 cm,25 cm,1.57 kg
OMFATTANDE,102.685.88,"The glass has a tapered shape which gives a good head of foam, and the generous size helps the beer's aromas and flavors to develop better, enhancing your experience of the drink.",,17,4.8,Dining,Speciality glassware,1,18 cm,9 cm,21 cm,1.30 kg
INDUSTRIELL,704.022.11,"The same, but still different since the glasses are made in different molds so you can give each guest a special glass and the table setting still matches. Maybe add plates from the same collection?",Piet Hein Eek,8,4.5,Dining,Glasses,1,na,na,8 cm,0.20 kg
DYRGRIP,203.093.00,The crystalline glass has a shiny luster and creates a beautiful reverberation when you toast with family and friends.,Ingegerd Råman,11,4.5,Dining,Wine glasses,1,na,na,22 cm,0.21 kg
FLIMRA,003.429.04,The glass has a wide shape which allows you to also use it as a bowl for serving delicious desserts.,Maria Vinka,2,5,Dining,Glasses,1,18 cm,11 cm,27 cm,1.86 kg
FÖRFRISKNING,703.947.44,"Perfect for your garden party or picnic, as the beverage dispenser can be used outdoors.",Jennifer Idrizi,21,4,Dining,Pitchers & carafes,1,24 cm,18 cm,29 cm,2.44 kg
INTAGANDE,203.277.28,,Aaron Probyn,7,4,Dining,Speciality glassware,1,na,13 cm,na,0.21 kg
FRASERA,002.087.88,"The glass has a generous shape and weight which makes it pleasant to hold and helps the scents and flavors of the whiskey to develop better, enhancing your experience of the drink.",Sarah Fager,15,4.7,Dining,Speciality glassware,1,na,na,9 cm,0.26 kg
POKAL,403.428.98,A classic design that holds both hot and cold drinks. You can heat-up your tea in the microwave and enjoy it indoors or on the terrace .,IKEA of Sweden,13,5,Dining,Glasses,1,na,na,14 cm,0.40 kg
IKEA 365+,904.000.27,Also suitable for hot drinks.,Preutz/Wihlborg/Braasch/Karlsson,4,4.5,Dining,Pitchers & carafes,1,na,15 cm,na,0.22 kg
STORHET,803.428.82,The low and wide shape makes it extra festive to serve sparkling wine or champagne in.,Ebba Strandmark,5,4.4,Dining,Speciality glassware,1,na,na,16 cm,0.17 kg
TILLBRINGARE,903.624.07,,,11,4.6,Dining,Pitchers & carafes,1,15 cm,13 cm,27 cm,0.95 kg
FLIMRA,903.193.29,"The glass has a simple low and straight shape which makes it perfect for all types of cold drinks, such as cocktails with ice.",Maria Vinka,4,5,Dining,Glasses,1,na,na,10 cm,0.29 kg
IKEA 365+,702.783.63,IKEA 365+ series has everything for the table – to be enjoyed for its everyday simplicity or enhanced with colors and accessories. Made from tempered glass that holds both hot and cold beverages.,Preutz/Wihlborg/Braasch/Karlsson,10,5,Dining,Wine glasses,1,na,na,12 cm,0.23 kg
MOPPA,503.429.11,The insert can be removed and frozen. Keeps the drink cold longer.,Monika Mulder,12,4.3,Dining,Pitchers & carafes,1,15 cm,11 cm,28 cm,0.45 kg
INTAGANDE,203.901.78,,Aaron Probyn,1,5,Dining,Glasses,1,na,8 cm,na,0.14 kg
INTAGANDE,103.277.24,,Aaron Probyn,6,4.3,Dining,Glasses,1,na,8 cm,na,0.14 kg
INTAGANDE,003.902.02,,Aaron Probyn,2,5,Dining,Glasses,1,na,13 cm,na,0.22 kg
IVRIG,302.583.19,"The squared bowl gives IVRIG series its special character. Durable and dishwasher-safe, adding a touch of luxury to the everyday meal and just as appreciated for the more special celebrations.",IKEA of Sweden,4,5,Dining,Wine glasses,1,na,na,20 cm,0.16 kg
FRAMTRÄDA,103.928.23,The glass has a wide shape which allows you to also use it as a bowl for serving delicious desserts.,,8,5,Dining,Glasses,1,na,na,10 cm,0.14 kg
IDEALISK,101.490.29,"Levers make uncorking bottles easier.
								                                                                                          
								Bottle opener in the handle.",,21,4.5,Dining,Cooking preparation tools,1,6 cm,5 cm,17 cm,0.15 kg
IVRIG,702.583.17,"The squared bowl gives IVRIG series its special character. Durable and dishwasher-safe, adding a touch of luxury to the everyday meal and just as appreciated for the more special celebrations.",IKEA of Sweden,6,5,Dining,Wine glasses,1,na,na,20 cm,0.25 kg
FABULÖS,603.545.88,"Each of these decorative glasses are handmade and unique. They have a playful design that catches your eye when set on the table, and the size and shape fit comfortably in your hand.",Gunnel Sahlin,6,5,Dining,Glasses,1,na,na,9 cm,0.18 kg
LODRÄT,502.093.37,"The glass is perfect for lager and brings out its aroma.
								                                                                                          
								The glass has a tapered shape which gives a good head of foam, and the generous size helps the beer's aromas and flavors to develop better, enhancing your experience of the drink.",Ebba Strandmark,14,4.9,Dining,Speciality glassware,1,na,na,16 cm,0.39 kg
VINTER 2018,104.032.23,,IKEA of Sweden,7,4.7,Dining,Drinking accessories,1,14 cm,5 cm,21 cm,0.09 kg
SOMMAR 2019,204.197.18,,Johanna Jelinek,na,See Reviews,Dining,Drinking accessories,1,17 cm,16 cm,25 cm,0.50 kg
SOMMAR 2019,704.295.26,Tight-fitting stopper prevents leaks.,Malin Unnborn,2,3,Dining,Pitchers & carafes,1,na,na,29 cm,0.61 kg
FRAMKALLA,004.073.92,,IKEA of Sweden/K Arora,na,See Reviews,Dining,Glasses,1,19 cm,13 cm,28 cm,1.54 kg
STOCKHOLM 2017,803.394.79,The designer and the glass blower worked side by side to create this carafe. A soft mouth blown shape with a heavy base that you can match with the bowl and serving plate in the STOCKHOLM 2017 collection.,Maria Vinka,9,5,Dining,Vases,1,10 cm,10 cm,30 cm,0.77 kg
FLIMRA,002.865.02,"The glass has a large bowl which helps the wine’s aromas and flavors to develop better, enhancing your experience.",Maria Vinka,1,5,Dining,Wine glasses,1,na,na,14 cm,0.22 kg
POKAL,102.150.95,,IKEA of Sweden,3,5,Dining,Wine glasses,1,na,na,16 cm,0.31 kg
KONUNGSLIG,503.429.87,"The glass has a tall, slender shape which keeps the bubbles alive for longer, enhancing your experience of the champagne or sparkling wine.",Ebba Strandmark,16,4.6,Dining,Speciality glassware,1,14 cm,7 cm,25 cm,0.55 kg
"IKEA 365+
						 VÄRDEFULL",601.521.56,"Knife for cutting the foil on wine bottles included.
								                                                                                          
								Materials in the handle provide a firm grip.",Håkan Olsson,28,4.8,Dining,Cooking preparation tools,1,12 cm,3 cm,26 cm,0.27 kg
SOMMAR 2019,504.295.32,Tight-fitting stopper prevents leaks.,Malin Unnborn,2,4.5,Dining,Pitchers & carafes,1,na,na,23 cm,0.37 kg
FYRFALDIG,902.358.86,"The glass has a low, wide bowl which makes it easy to decorate with fruit, berries and ice, so the drink can be enjoyed cold and your experience of it is enhanced.",Ebba Strandmark,10,4.9,Dining,Speciality glassware,1,na,na,18 cm,0.20 kg
MJÖD,100.922.16,"The glass has a tapered shape which gives a good head of foam, and the generous size helps the beer's aromas and flavors to develop better, enhancing your experience of the drink.",C Öjerstam/C Martin/M Elebäck,20,4.6,Dining,Speciality glassware,1,14 cm,12 cm,14 cm,0.75 kg
FABULÖS,803.545.92,"Each of these decorative glasses are handmade and unique. They have a playful design that catches your eye when set on the table, and the size and shape fit comfortably in your hand.",Gunnel Sahlin,2,5,Dining,Glasses,1,na,na,9 cm,0.18 kg
OANVÄND,702.093.36,The glass is ideal for wheat beer and brings out its aroma.,Ebba Strandmark,13,5,Dining,Speciality glassware,1,na,na,23 cm,0.52 kg
KONUNGSLIG,403.502.23,"The glass has a tall, slender shape which keeps the bubbles alive for longer, enhancing your experience of the champagne or sparkling wine.",Ebba Strandmark,6,4.8,Dining,Speciality glassware,1,14 cm,7 cm,25 cm,0.51 kg
STOCKHOLM 2017,603.394.75,"The mouth blown carafe has a fine shape and a deep sea blue tone. Looks as beautiful on the dining table as for decoration, and matches the 4 serving bowls in the STOCKHOLM 2017 collection perfectly.",Anne Nilsson,8,5,Dining,Vases,1,15 cm,15 cm,33 cm,1.05 kg
FRAMTRÄDA,703.916.94,,Ebba Strandmark,2,5,Dining,Speciality glassware,1,na,na,17 cm,0.21 kg
TÖRSTIG,203.453.84,,Monika Mulder,6,4.8,Dining,Glasses,1,18 cm,11 cm,27 cm,1.03 kg
FESTLIGHET,102.358.85,"The glass has a low, wide and large bowl which allows plenty of room for ice, so the margarita can be enjoyed ice-cold and your experience of it is enhanced.",Ebba Strandmark,4,4.8,Dining,Speciality glassware,1,na,na,17 cm,0.21 kg
DYRGRIP,803.093.02,The crystalline glass has a shiny luster and creates a beautiful reverberation when you toast with family and friends.,Ingegerd Råman,3,5,Dining,Wine glasses,1,na,na,23 cm,0.18 kg
SODA,503.545.98,,,65,4.6,Dining,Drinking accessories,1,14 cm,5 cm,21 cm,0.09 kg
RÄTTVIK,702.395.88,"The glass has a large round bowl which helps the wine’s aromas and flavors to develop better, enhancing your experience of the drink.",Jon Eliason,3,5,Dining,Wine glasses,1,na,na,18 cm,0.33 kg
FRAMTRÄDA,803.648.12,,,na,See Reviews,Dining,Wine glasses,1,na,na,17 cm,0.19 kg
DJUNGELSKOG,903.935.26,"Made from cotton and lyocell – soft and natural materials that feel comfortable against your child's skin. Tested and contain no substances, phthalates or chemicals that can harm your child's skin or health.",S Edholm/L Ullenius,2,5,Dining,Bed linen,1,19 cm,6 cm,28 cm,1.22 kg
LUSTIGT,603.976.20,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash.",K Grandin/B Atldax,na,See Reviews,Dining,Bed linen,1,19 cm,5 cm,28 cm,1.00 kg
LATTJO,003.510.12,Welcome to the magical Garden. This duvet cover is woven from sustainably grown cotton – a soft and natural material that breathes and absorbs moisture so your child will sleep tight all night.,IKEA of Sweden,15,4.3,Dining,Bed linen,1,19 cm,5 cm,28 cm,1.02 kg
VITAMINER HJÄRTA,401.632.88,"VITAMINER HJÄRTA quickly became a favorite with children and parents. We understand them. The fabric is woven from sustainably grown cotton which breathes, transports moisture away and feels soft.",Sirpa Cowell,7,4.7,Dining,Bed linen,1,19 cm,5 cm,27 cm,0.94 kg
LATTJO,303.509.02,Dream about the Garden and fairytale worlds that open up at the road’s end. This soft cover of natural lyocell and sustainably grown cotton keeps a comfortable sleep-temperature for your child all night.,IKEA of Sweden,7,4.4,Dining,Bed linen,1,19 cm,4 cm,27 cm,1.18 kg
LATTJO,603.511.89,"Dream of a world full of mysteries, hidden treasures and exciting characters. This duvet cover of sustainably grown cotton keeps a comfortable sleep-temperature for your child all night.",IKEA of Sweden,3,5,Dining,Bed linen,1,19 cm,4 cm,27 cm,0.96 kg
DJUNGELSKOG,803.937.15,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash.",S Edholm/L Ullenius,1,5,Dining,Bed linen,1,19 cm,5 cm,28 cm,1.06 kg
DJUNGELSKOG,304.026.42,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash.",S Edholm/L Ullenius,na,See Reviews,Dining,Curtains & drapes,1,28 cm,3 cm,37 cm,1.00 kg
DJUNGELSKOG,203.937.56,The cushion is nice for tired small heads and soft against your child’s cheek.,S Edholm/L Ullenius,na,See Reviews,Dining,Cushions & blankets,1,50 cm,13 cm,50 cm,0.49 kg
DJUNGELSKOG,103.937.33,"Made from 100% cotton – a natural material which is smooth against your child's skin and becomes softer after each wash. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health.",S Edholm/L Ullenius,1,3,Dining,Bed linen,1,19 cm,6 cm,28 cm,0.95 kg
DJUNGELSKOG,203.937.61,"The rug’s thick pile dampens sound, creating a snug feeling, and is soft to walk on.",S Edholm/L Ullenius,2,5,Dining,Children's rugs,1,na,na,101 cm,1.21 kg
DJUNGELSKOG,803.937.44,The cushion is nice for tired small heads and soft against your child’s cheek.,S Edholm/L Ullenius,na,See Reviews,Dining,Cushions & blankets,1,50 cm,13 cm,50 cm,0.49 kg
DJUNGELSKOG,103.938.27,"A terry cloth towel with a hood for babies and toddlers. Made of 100% sustainably grown cotton ‒ a soft and natural material that feels good against your child's skin. Tested, approved and completely free from harmful substances and additives.",S Edholm/L Ullenius,5,5,Dining,Bed linen,1,28 cm,3 cm,37 cm,0.49 kg
DJUNGELSKOG,803.938.24,"A terry cloth towel with a hood for babies and toddlers. Made of 100% sustainably grown cotton ‒ a soft and natural material that feels good against your child's skin. Tested, approved and completely free from harmful substances and additives.",S Edholm/L Ullenius,6,4.8,Dining,Bed linen,1,28 cm,3 cm,37 cm,0.49 kg
LATTJO,103.768.04,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash.",IKEA of Sweden,5,4.6,Dining,Bed linen,1,19 cm,5 cm,28 cm,1.01 kg
LATTJO,703.768.39,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash.",IKEA of Sweden,1,5,Dining,Bed linen,1,19 cm,5 cm,28 cm,1.01 kg
LATTJO,503.768.21,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash.",IKEA of Sweden,2,5,Dining,Bed linen,1,19 cm,5 cm,28 cm,1.00 kg
DJUNGELSKOG,603.937.64,"The rug’s thick pile dampens sound, creating a snug feeling, and is soft to walk on.",S Edholm/L Ullenius,5,4.8,Dining,Children's rugs,1,na,na,101 cm,1.30 kg
DJUNGELSKOG,503.937.93,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash.",S Edholm/L Ullenius,na,See Reviews,Dining,Curtains & drapes,1,28 cm,4 cm,37 cm,1.06 kg
DJUNGELSKOG,003.937.24,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash.",S Edholm/L Ullenius,1,5,Dining,Bed linen,1,19 cm,6 cm,28 cm,1.02 kg
LATTJO,903.509.23,"Welcome to the magical Garden where children sleep snugly under soft covers of sustainably grown cotton and dream of fairies who fill the world with color, dance and music. Can you hear them?",IKEA of Sweden,8,4.6,Dining,Bed linen,1,18 cm,5 cm,28 cm,1.02 kg
STILLSAMT,703.586.56,Cotton is soft and feels nice against your child's skin.,IKEA of Sweden,8,4.9,Dining,Duvet cover sets,1,19 cm,5 cm,28 cm,0.98 kg
STILLSAMT,803.586.65,Cotton is soft and feels nice against your child's skin.,IKEA of Sweden,na,See Reviews,Dining,Duvet cover sets,1,19 cm,6 cm,28 cm,1.00 kg
STILLSAMT,003.586.74,Cotton is soft and feels nice against your child's skin.,IKEA of Sweden,9,4.1,Dining,Bed linen,1,19 cm,5 cm,28 cm,0.99 kg
LATTJO,003.509.32,Welcome to the world of fantasy. Your child will sleep snugly under this cover of sustainably grown cotton. Have you seen Wiz the Wizard? He has transformed himself into letters and numbers? Recognize any?,IKEA of Sweden,2,4,Dining,Bed linen,1,19 cm,5 cm,28 cm,0.96 kg
LEN,704.018.91,The elastic keeps the sheet in place even if your child tosses and turns. Made of sustainably grown cotton – a soft material that breathes and absorbs moisture so your child sleeps tight all night.,IKEA of Sweden,1,5,Dining,Bed linen,1,15 cm,5 cm,28 cm,0.70 kg
LEN,704.018.86,The elastic keeps the sheet in place even if your child tosses and turns. Made of sustainably grown cotton – a soft material that breathes and absorbs moisture so your child sleeps tight all night.,IKEA of Sweden,2,2,Dining,Bed linen,1,15 cm,5 cm,28 cm,0.70 kg
